call,5C - KC
fold,JS - 6H
call,KS - 3D
fold,KS - 3D
fold,10H - 2C
fold,8S - 7D
fold,8S - 4D
call,KH - 10H
fold,4H - 3C
fold,KD - 9H
fold,8H - 6D
fold,3D - 3C
fold,7H - 6S
fold,JD - 9C
raise,KS - KH
fold,4S - 7S
fold,QH - 8D
raise,2C - AC
call,6S - 3H
raise,KD - JS
fold,7D - 2S
raise,5H - 6H
fold,5C - QH
fold,KH - 8S
call,4D - 8H
fold,6D - 5H
fold,6D - 7H
fold,5S - 8D
raise,QH - QD
raise,QH - QD
fold,5S - 6H
fold,KS - 7H
fold,KC - 5C
fold,10S - JD
raise,QC - 9C
fold,QC - 9C
fold,KS - 9D
call,7D - QS
call,JD - AD
call,JH - JD
fold,9C - KH
fold,10D - QC
fold,9H - 10C
fold,2C - JS
fold,JC - 6S
fold,JD - 5S
fold,4S - AD
call,4C - 8H
fold,3C - 8C
raise,KH - QD
raise,KH - QD
raise,QC - QS
fold,6C - 4H
fold,5D - 9C
fold,2D - KS
raise,JS - 10D
fold,JS - 10D
fold,2D - 2S
fold,3S - KS
fold,6S - 2H
fold,3C - 5C
fold,10C - 3S
fold,KS - 6S
fold,QD - 2D
fold,3H - 9C
call,KD - 6D
fold,5D - 7S
fold,AH - 7C
fold,7S - 2C
fold,10S - 5D
fold,10D - AC
fold,9D - 5S
fold,7H - 9S
fold,9H - 6C
fold,JH - KC
raise,AC - 10C
fold,2S - 5C
fold,KC - 2S
fold,3D - KD
fold,4C - 7D
fold,6S - 2H
fold,9D - 4D
fold,7D - 10S
fold,7C - JC
fold,3H - QS
fold,QC - 8H
raise,8H - 9H
fold,KH - 7D
fold,7H - 10S
fold,JC - 10S
raise,JD - QD
fold,JD - QD
fold,QD - 9D
fold,4S - 3H
fold,6S - 2H
raise,10C - 10D
call,8S - 10D
fold,KS - 2C
raise,10S - JD
call,JH - KS
fold,4C - 8H
fold,3H - QH
fold,4C - AD
fold,2C - 10D
fold,6H - 3H
fold,4S - 2D
fold,AC - 3C
call,10H - JS
fold,8S - 3S
fold,2C - JD
fold,8C - 3H
call,6D - 7D
fold,4D - JH
call,JD - QH
call,JD - QH
fold,JS - 6H
fold,KH - 5H
fold,6C - 4S
fold,5D - 9H
fold,2H - 9S
fold,6C - QS
raise,AC - JC
raise,AC - JC
fold,7S - JC
fold,2H - 9C
fold,JC - QD
fold,5C - 6S
fold,7S - JH
raise,KS - QD
raise,KS - QD
call,7S - 4C
fold,KD - 7C
fold,5H - 10H
call,KD - QH
raise,KD - QH
call,10D - QD
fold,6D - 5S
raise,AD - 10H
fold,JS - QH
fold,7S - 2H
fold,3S - 9D
fold,QD - 7D
fold,5S - KC
fold,6S - 8S
fold,3H - 7H
fold,5H - 5C
call,8D - QD
fold,6H - 3C
fold,9H - QS
call,AC - JS
call,AH - 4H
call,8D - 8C
fold,6D - 4D
fold,7D - JS
fold,7C - QD
fold,5D - KC
call,10D - 10H
fold,2D - QS
fold,9C - QH
raise,QS - KC
fold,10C - 4D
fold,2C - 2S
fold,10C - 5H
call,3D - 7H
fold,6H - 9H
fold,5H - QH
fold,3C - KH
fold,6H - 4S
fold,10C - QC
fold,KH - 9H
fold,8H - 10D
fold,KC - 7H
fold,AS - 10D
fold,2S - QH
fold,QC - 8H
raise,9H - QH
call,9H - QH
fold,3D - KH
fold,7H - 2H
call,JS - AD
fold,JS - AD
fold,3H - 7S
call,6C - QH
fold,QD - 10S
fold,6C - 6H
fold,10H - 2S
fold,4S - AD
fold,8H - 10D
fold,4S - 6C
fold,5H - KH
fold,2C - 6H
fold,4D - 10C
fold,KS - 4S
call,AC - 4H
fold,8S - 6C
fold,10H - JD
raise,JH - AH
fold,5C - QD
fold,3H - 2H
raise,AD - 7D
fold,KC - 7H
fold,JD - QH
fold,8S - KH
fold,QD - 8H
call,KS - QH
fold,5D - 5C
fold,8D - QH
fold,4H - QD
fold,4S - 9S
call,9C - JD
fold,QD - 2H
fold,9H - 4C
fold,2D - KC
fold,10C - KC
fold,7D - QC
fold,10S - 5D
raise,8C - 8D
fold,5C - 3C
fold,3H - 5S
fold,AD - 4C
fold,8D - JH
fold,7S - 4S
fold,9S - 6C
call,4H - 7S
fold,AH - 4S
call,8H - 5S
call,6C - 2H
fold,6C - 2H
fold,JS - 9H
fold,9C - AS
fold,7S - 4S
call,9C - QC
fold,9C - QC
fold,AH - 10H
call,QC - 4C
fold,QC - 4C
fold,AD - 5H
fold,7D - 4C
fold,6S - 10C
fold,AC - 10H
call,5C - JS
fold,9H - JD
fold,7C - 9H
fold,4H - KD
fold,4C - 3H
fold,JS - 2D
fold,2H - JC
fold,9H - KD
call,6S - AS
call,7D - 3S
fold,10C - JS
fold,3D - 4S
raise,AS - AH
raise,AS - AH
fold,2H - 4S
fold,10H - 8D
fold,3C - 10D
fold,4H - 5S
call,AH - 2H
fold,8S - 9H
fold,2C - KS
raise,6D - KD
fold,6D - KD
fold,3S - 6C
fold,QC - 4D
fold,7D - QC
fold,10D - QH
fold,3C - 7S
fold,JD - 7S
fold,8S - 10S
call,6C - 5H
fold,6C - 5H
fold,7C - 3D
fold,7S - 4S
raise,8D - 8C
fold,4C - KS
fold,KH - 5C
fold,4S - 2H
fold,7H - 3D
fold,8C - 2D
fold,7H - KH
call,8D - KS
fold,2D - 6D
fold,AD - 9H
fold,QD - 7S
fold,2C - 6D
fold,4C - QS
fold,4H - KS
fold,2C - KC
fold,5H - 7C
fold,KC - 3S
fold,5D - KC
raise,10C - KC
fold,3C - 10C
raise,QH - JH
raise,AS - KH
fold,9S - 10D
fold,QD - 8H
fold,3H - 3S
call,QS - AD
call,JC - 9C
call,8H - 8D
fold,8C - 9S
fold,7S - 6D
fold,6D - QS
fold,AC - 2S
fold,10H - 5S
fold,2C - AS
fold,7C - 4S
fold,2S - 8S
call,KS - 10S
fold,3H - KS
fold,2H - 6D
fold,2H - 10D
fold,7H - QS
fold,2H - 5S
fold,9S - 10H
call,6S - 7S
fold,4H - 7S
fold,2H - 3H
fold,5H - 9D
fold,10H - 7C
fold,4S - AD
fold,4C - 10S
fold,10H - 8H
call,2C - QC
fold,7H - 5C
call,AS - 7S
raise,KC - 10C
fold,4S - JH
fold,7H - 6D
raise,JD - QD
fold,7D - 3C
fold,3H - 9D
fold,7H - AC
call,9D - 8H
fold,5H - 9C
call,6H - JC
raise,10D - 10H
fold,9C - KD
fold,4C - QS
fold,8S - 7D
fold,KH - 5H
fold,3H - 4D
raise,KD - AC
fold,8C - 6C
fold,KC - 4S
fold,7C - 10S
fold,QC - 5C
fold,JS - 4C
fold,7S - 10S
fold,2S - 4S
fold,6S - 2D
raise,10S - JS
fold,8D - 2C
call,3C - JH
fold,5H - JH
fold,8C - 5D
fold,2H - 7D
fold,3S - 8H
fold,5C - QC
call,7C - JC
fold,7C - JC
fold,9D - JC
fold,5H - 7S
fold,5S - JS
call,7H - 7C
raise,QD - QC
call,QD - QC
fold,10H - AS
raise,5D - AD
call,5D - AD
fold,2D - 5S
fold,5S - AD
fold,QH - 6C
fold,AS - 8C
call,8S - 8H
fold,7D - 6C
fold,JD - 8S
fold,2H - 10H
call,KH - 9C
fold,4S - 8C
fold,6D - 2H
fold,6H - 10H
fold,7S - JS
raise,KC - KH
fold,AD - 6S
fold,KD - 3C
fold,AH - 5S
fold,6H - 9H
fold,4D - 7C
call,AC - JH
fold,10D - QH
fold,4H - 2C
call,KS - JC
fold,KS - 6S
fold,8D - 4H
call,KC - 3C
fold,4C - 10D
fold,7H - 2S
fold,5D - 5H
fold,4C - QC
fold,6H - 2H
fold,8H - AC
fold,AS - 3S
call,JH - QC
fold,8C - 3C
fold,10C - 8H
fold,AC - 3H
call,6S - KS
fold,3H - 7S
fold,10C - 2S
call,2C - JH
fold,JS - 10H
fold,9D - 3S
fold,7C - 5D
fold,KH - JC
call,3S - 6S
fold,9D - 5D
raise,JH - JC
fold,QC - 3C
call,8H - AC
fold,7H - AS
fold,5H - 3D
raise,JH - 8H
fold,JH - 8H
fold,3D - JD
fold,7S - 5D
fold,KC - QS
fold,QC - 4C
fold,7S - 3H
fold,QD - 2D
call,AC - 4C
fold,AC - 4C
fold,3C - 4H
fold,10C - KH
fold,3C - 4H
fold,3C - 5S
fold,4D - 9C
fold,7S - QC
call,9D - 7S
fold,2S - 3C
fold,2H - KC
call,KC - QH
fold,9H - 4C
fold,6C - KH
fold,3S - 9S
fold,9S - 10H
fold,4C - JD
call,9C - 3C
raise,KD - QC
call,KD - QC
fold,3C - KS
raise,JH - JS
fold,JH - 2H
call,AS - 9S
fold,8D - 6D
fold,4C - 5C
raise,AH - 10H
call,AD - JH
fold,AD - 8H
fold,JH - 6S
fold,8H - 3H
fold,5D - 4H
fold,6H - 10C
fold,4S - 5S
fold,KC - 4C
fold,10H - 7C
raise,AS - JC
fold,5S - QH
fold,AC - 9S
raise,AH - QC
fold,7D - 9S
fold,JS - 7S
raise,9C - 9S
fold,JD - KH
call,QD - 6C
fold,3S - 7H
fold,QD - 9S
fold,2D - 2S
fold,5D - 4S
fold,10S - 6D
fold,KD - 2H
raise,9D - 7D
fold,9D - 7D
call,9H - AH
raise,AC - 3C
fold,7D - 4D
fold,3H - AS
fold,9S - 8C
fold,9H - 5H
fold,10S - 3D
fold,4H - AD
fold,4D - 2D
raise,10D - QC
fold,10D - QC
fold,5H - 2S
raise,6S - 5S
fold,9C - 8C
fold,2C - 8D
fold,7S - 2S
fold,5D - KC
fold,2H - 7C
fold,QS - 2D
raise,AC - KD
raise,AC - KD
call,QS - KC
fold,6S - 3H
fold,6S - 6H
fold,JS - 3H
fold,10S - KH
fold,5H - JS
fold,6S - QH
fold,3S - 4S
fold,QH - 8C
fold,2D - AH
fold,KC - 8H
fold,7S - 7H
raise,JC - JD
fold,2D - 6H
fold,10H - 9S
fold,8C - 6D
call,AS - 3H
fold,4H - AD
fold,JC - 5H
call,KS - JC
fold,JH - QC
fold,8S - 4C
fold,10C - 3C
fold,7S - 4C
fold,5C - 6C
fold,5C - 9C
fold,QS - 2D
fold,7C - 2S
fold,10S - 3D
fold,4S - AH
fold,7D - 7H
fold,2S - JH
fold,4D - 10C
call,AS - 3S
raise,KH - AC
fold,5D - JD
fold,6C - KC
fold,AS - 8D
fold,6D - 10S
fold,2H - 9H
fold,QH - QS
call,9D - 7H
fold,9D - 7H
fold,7D - 10D
call,4H - QS
fold,6D - 3C
fold,2S - 6C
call,2D - 5D
fold,5D - QC
fold,QH - 4H
call,AD - 3C
fold,3D - 4H
fold,KH - 2C
raise,10D - 9D
fold,10D - 9D
fold,9H - 5D
fold,7C - JD
raise,5S - 4S
fold,AS - 8S
fold,7S - 6C
fold,5C - 10D
fold,QS - 9D
fold,8D - QC
fold,KH - KD
fold,6S - 2C
fold,6C - QD
raise,9S - QS
fold,9S - QS
fold,QC - 4S
raise,QC - KC
call,JS - KD
fold,2C - 5D
call,AC - 3C
fold,5C - 3C
fold,2C - 7H
fold,6D - 9S
fold,KH - 8S
fold,7S - 3H
fold,4D - 4S
call,QC - 6H
fold,6S - AH
call,8D - 9D
fold,8D - 9D
raise,AC - KH
raise,AC - KH
fold,10S - 3C
fold,5S - 10D
call,10H - 10C
raise,10H - 10C
fold,3C - 2H
call,3S - QD
fold,QH - 2H
fold,8S - KS
fold,9S - QC
fold,9H - 3D
fold,7C - 4S
fold,QS - 2D
fold,JD - 6H
fold,2H - JD
fold,KH - 5S
raise,QS - 10D
fold,QS - 10D
fold,4S - 2S
fold,AC - 8D
fold,7D - 6C
fold,8H - 2C
call,AC - 9C
fold,AC - 9C
fold,8H - QC
fold,5C - KH
fold,4H - 5D
fold,AD - 6C
fold,6S - QD
raise,4H - 4C
fold,6D - 10C
call,7C - 6C
raise,JS - 10D
fold,4S - JS
call,AD - KS
fold,JD - 2H
fold,AS - 8D
fold,6D - 3C
fold,QC - 6S
fold,6H - AC
fold,3C - 5C
fold,8S - 3C
fold,3H - 7D
fold,JC - 6H
fold,KS - 9H
raise,10S - JS
fold,5D - QH
raise,5S - 7S
fold,10D - 2C
fold,10H - 5C
fold,8H - 6C
raise,JC - AH
fold,JC - AH
fold,AH - 6D
fold,6S - 3D
fold,4C - 5S
fold,6D - KH
raise,9C - 9S
fold,10D - AC
fold,QD - 6C
fold,8D - 5S
fold,QC - 4S
fold,5D - 10H
call,2H - 10C
fold,9C - 2D
fold,JD - 2H
fold,9D - 10H
fold,3C - 10D
call,6D - JC
fold,10S - 3D
fold,2C - 8C
raise,8C - JC
fold,8C - JC
raise,AD - QC
fold,AD - QC
fold,4C - 2C
call,10D - AS
fold,JC - 4H
fold,9D - 3H
fold,6C - 4H
fold,4D - QD
raise,10H - QS
fold,10H - QS
fold,4S - 7H
fold,KH - JD
fold,6S - 10S
fold,7D - 10H
call,7H - 2C
fold,10S - 7D
fold,5D - 9C
fold,4S - JD
fold,9D - QS
fold,2D - KD
raise,QC - 10H
fold,8D - 2H
raise,QC - AC
fold,4D - QC
fold,10H - 4H
fold,9C - 4C
call,4C - 3S
fold,7S - 6D
fold,6H - 5S
fold,2S - AH
fold,9S - AD
fold,6S - JD
call,6H - AH
fold,AD - 8C
raise,10S - AS
fold,JH - 8H
fold,6D - 9H
call,3D - 4C
fold,3D - 4C
fold,3H - KC
fold,AC - 6H
fold,7S - KS
fold,5C - 6D
fold,2C - 3D
fold,7D - JD
fold,KD - 4D
fold,JD - 7C
fold,2C - AH
fold,4S - 2H
fold,7H - JC
call,9D - 9S
fold,8S - 7C
fold,QS - 7H
fold,5D - 8S
call,10D - 8D
fold,10D - 8D
fold,JH - 3D
fold,2H - 10S
fold,7S - 2C
fold,7C - 3C
fold,4H - 2D
raise,AS - KH
fold,AS - KH
fold,4H - JD
fold,6C - 2H
fold,3D - 9S
call,8D - AD
fold,8D - AD
fold,QS - 2S
call,2S - 5D
fold,4C - 5S
fold,QC - 3H
fold,6D - JC
fold,JS - 3S
fold,9C - 9D
fold,3C - JC
fold,QS - 9C
call,QD - JD
fold,10S - 3H
fold,9D - 6C
fold,4H - 6D
call,JS - QH
call,5H - JH
fold,2H - 7H
fold,5H - 4C
fold,9S - 4D
fold,6H - 7D
fold,2S - 7H
fold,4D - 9C
fold,JD - 4H
fold,KS - 9S
fold,AH - 5D
call,7H - 8H
fold,QD - 2H
fold,3S - 8S
fold,KD - 9H
fold,QS - 7S
fold,QD - 8D
raise,AC - AD
raise,AC - AD
fold,6H - 8S
fold,AC - 7D
fold,8C - QS
call,7C - JH
fold,10C - 6D
fold,5C - 10C
fold,2H - JS
fold,5D - 2H
fold,5C - 2D
fold,4S - 6C
fold,4H - 5D
fold,6H - QS
call,QC - KC
fold,8S - 5C
fold,5C - 8C
fold,8C - 2D
fold,8H - KH
fold,8C - 10S
call,9C - QC
fold,3S - JS
fold,2S - 3D
fold,7D - 4S
fold,QS - 9D
fold,10H - JS
fold,2S - JD
call,AC - QH
fold,6H - 4S
fold,8S - 4S
fold,5C - AD
fold,6C - 5D
call,6S - 6D
raise,JC - JS
fold,7H - 3S
fold,JS - 3H
call,JS - 9C
fold,6C - AH
raise,QC - KH
raise,QC - KH
raise,6H - 5H
fold,6H - 5H
fold,5C - 7D
fold,QC - KS
fold,4D - QC
fold,KH - 4H
fold,3H - JH
fold,6D - KH
call,4H - AH
fold,4H - AH
fold,8H - 4H
raise,8H - 8D
raise,8H - 8D
fold,9C - 5S
fold,JS - 7H
fold,2D - 10D
call,KC - KS
raise,8H - 10H
fold,3S - 5C
fold,9S - 6S
fold,JD - 2C
fold,4H - QH
fold,4S - 2S
raise,8C - 8S
raise,8C - 8S
fold,7D - 7H
fold,2S - 10H
call,KH - 8H
fold,5C - KS
fold,KS - 5D
fold,QC - 6D
fold,JS - KD
raise,KC - 9C
fold,KC - 9C
fold,9C - 8H
call,4C - 2C
call,10S - KS
fold,8C - 9D
fold,QC - 2S
fold,KH - 9S
fold,QS - 9C
fold,3S - 3D
fold,6D - 2D
fold,2S - KC
fold,JD - 9S
raise,KC - KS
raise,5H - 5S
raise,KH - AD
fold,5D - 10D
fold,KH - 4D
raise,QH - KH
fold,7D - JD
fold,5H - JC
fold,5D - 3C
fold,3C - QS
fold,8H - 4S
fold,10C - QS
raise,10D - KH
fold,7D - 8C
fold,QC - 2D
raise,AC - 10S
call,AS - JH
fold,5H - 7S
fold,8C - 10D
fold,10H - 9C
fold,6S - 3C
raise,AS - JH
fold,2C - 10S
fold,JS - 7H
fold,6S - KC
fold,JS - 6S
fold,6D - 10S
call,2H - 10S
fold,8S - QH
fold,QC - 6D
raise,6H - AH
fold,AD - 4S
fold,5H - JS
fold,5D - 3S
fold,9H - 6H
call,AC - QS
fold,2H - JD
fold,AC - 9H
fold,3D - 7D
fold,7D - 5H
fold,4S - 5H
call,7C - QH
fold,4D - 7D
fold,5D - AS
fold,7S - 6H
raise,JC - KS
fold,JC - KS
fold,3D - 8C
fold,9H - KC
fold,2C - 10S
fold,3D - 10S
fold,10H - 5D
fold,9D - 5D
raise,AC - KD
fold,JD - 6C
fold,6H - AH
call,JH - AD
fold,10C - 5C
fold,4S - 7S
call,JS - 8C
fold,KD - 5S
fold,8C - 6D
fold,QC - 3C
fold,JD - 3S
call,QC - QS
fold,JS - 3S
fold,10H - 7H
fold,9S - KC
fold,KH - 7D
fold,QD - 2C
fold,7D - 9H
raise,7C - 8C
fold,7C - 8C
fold,10S - 9D
call,AC - 10S
raise,KH - AS
fold,2H - 4S
fold,8D - QH
call,3D - AH
fold,JS - 10D
call,2S - 4H
fold,2S - 4H
fold,6S - 7D
fold,4D - 8S
fold,9H - 10C
call,QD - 8S
fold,2H - 9D
fold,10H - 2H
fold,4D - KD
fold,8C - QC
fold,6S - JC
fold,QD - 9D
fold,6H - JC
call,AH - 7H
fold,2D - 7C
raise,JD - JC
fold,6S - 3S
raise,KD - QD
fold,KD - 10S
fold,6C - 5H
call,9C - 7D
fold,9C - 7D
fold,6C - 3C
fold,8D - 4S
fold,4C - 8S
fold,7S - KD
fold,2S - KC
fold,9H - KD
call,3S - 7H
fold,3S - 7H
raise,QS - 10S
fold,QS - 10S
fold,2H - JH
fold,AC - 4H
fold,6C - 4S
call,7C - 9C
fold,6D - 4D
fold,3D - 7S
fold,7S - AC
fold,3S - AC
fold,2S - 9H
fold,6H - 7D
raise,KD - KS
raise,KD - KS
fold,KH - 8C
call,QC - KH
fold,6C - 10C
fold,2C - 5D
fold,6S - 5H
fold,6H - 5C
fold,6S - 4S
call,3S - 2C
fold,5D - 8H
fold,6S - 8S
fold,6C - 5H
fold,KH - 2H
fold,4H - KH
raise,JD - AH
fold,3C - JH
raise,KS - JS
fold,6S - 3C
fold,AD - 2D
fold,9D - 7C
fold,3C - QH
fold,3C - 6H
fold,KC - 8H
fold,6D - 9H
fold,6C - 10H
fold,8C - AH
fold,AD - 9S
raise,QH - AH
call,QH - AH
fold,6S - KS
raise,KS - KC
fold,6D - 8C
fold,5S - 7D
fold,2S - 8C
fold,9H - JH
fold,7C - 8S
fold,10S - KH
fold,10D - JC
fold,6H - 4C
fold,7C - 8S
fold,8H - 4H
fold,2S - QD
fold,10H - JS
fold,2C - 5D
fold,AS - 3C
fold,AD - 3S
fold,6H - 3S
fold,JH - 4C
fold,KC - 5S
raise,JC - AC
raise,QH - QD
fold,QC - 9S
fold,9C - 6D
fold,6D - 6H
fold,9C - 8D
fold,8D - 2D
fold,10S - 4C
raise,10C - 10D
fold,3H - 8D
fold,5H - KC
fold,7D - 10C
fold,6S - AD
fold,6S - KD
raise,AS - KS
fold,JS - 3C
fold,9S - QH
fold,9H - 7D
fold,4C - 8S
fold,7S - KS
fold,AC - 5D
fold,KS - 8C
fold,6C - 7S
fold,9C - 10D
fold,AC - 2H
fold,6D - AD
fold,KS - 5H
fold,2H - 5D
call,3D - 8D
call,3S - 2C
fold,4H - JS
raise,KC - KH
raise,KC - KH
fold,6H - 8C
fold,10C - 7C
call,9S - QS
fold,3H - 10D
fold,5C - AH
fold,5C - 2S
fold,8D - 7C
fold,3D - 4H
fold,5H - 2S
fold,10H - 9S
call,9H - 8C
fold,10C - QD
fold,9D - 7D
fold,4D - 9C
fold,9C - 8H
raise,7C - 8C
fold,10S - 9D
fold,6C - 9D
fold,3H - 9C
call,AH - JS
fold,9C - 2D
fold,9C - 4S
fold,3D - JS
call,10C - 3C
fold,5D - 10S
raise,QS - JS
raise,QS - JS
fold,5D - 8C
fold,5C - 3S
call,3H - QC
raise,8C - QC
fold,8C - QC
fold,8D - 5D
call,5D - 5H
call,5D - 5H
fold,JS - 8C
call,6S - QH
fold,6S - QH
fold,QS - JH
fold,9S - 10C
fold,7S - QH
fold,6D - 7S
fold,4C - 6S
fold,QD - 2H
call,4C - 4H
call,7D - 7S
fold,8H - JC
fold,7D - JH
fold,8S - 3S
call,2H - 9D
fold,9C - 8D
fold,2S - QS
fold,QC - 10S
raise,KD - AS
fold,KD - AS
fold,10H - KH
fold,3S - 9S
fold,4D - 3C
call,KS - 2H
call,KS - 2H
fold,5H - KH
fold,10H - 4D
call,4C - 6S
fold,8H - JD
fold,6H - 10D
fold,7H - QC
fold,QD - 5C
fold,3D - JC
fold,2H - 4H
fold,10H - 8D
fold,3D - 8S
fold,2D - 10S
call,AC - 7C
fold,2C - 10H
call,6D - 5D
fold,9C - 6C
fold,5C - AH
fold,5D - QC
fold,JC - 8C
fold,4D - KH
call,10D - 7S
fold,10D - 7S
fold,9D - JD
fold,8H - 5H
fold,7S - 10H
fold,2S - 4S
fold,KC - 6D
fold,6D - KS
fold,6S - 8D
fold,3H - 7C
fold,10S - AS
fold,3C - 9H
fold,KD - 4D
raise,KD - KC
fold,10S - AD
raise,JS - 10D
fold,10H - 3H
call,7C - 9C
fold,8S - 9C
fold,5H - 8S
fold,10H - 9S
fold,2D - 10H
fold,5D - 7S
fold,2C - 9H
fold,2S - 5H
fold,9D - 6S
fold,4H - JD
raise,3H - 3D
fold,9C - 3D
fold,3D - AD
fold,2D - 3H
raise,QS - KD
raise,QS - KD
raise,10S - QS
fold,10S - QS
fold,2S - 7D
fold,9D - 8D
fold,JH - 5D
fold,3C - 8C
fold,8S - 9C
call,8C - 9H
fold,4H - 2D
fold,QD - 4S
fold,8S - 3D
fold,JC - JD
raise,2S - AS
call,2S - AS
fold,8S - 8D
fold,9S - 5H
fold,5C - 2S
raise,KD - 3D
fold,10H - 4C
fold,AH - 5H
fold,JD - 6H
fold,7C - QC
fold,5C - QD
fold,8D - 9H
fold,7H - 4S
fold,7C - AS
fold,QD - 5C
fold,AD - 7S
call,10S - JD
call,JH - 10H
fold,AS - 6C
call,QD - KC
fold,4S - 6D
fold,6H - KH
fold,10D - 3H
fold,10H - 9D
fold,10H - 9H
raise,6H - 6D
call,6H - 6D
fold,2C - JD
fold,5D - 3S
raise,10S - KD
fold,10S - KD
fold,8H - JC
fold,7S - 4S
raise,3S - 3C
fold,3S - 3C
fold,AD - 9H
fold,2S - AS
fold,2H - 8D
fold,9C - 4D
fold,8H - AC
call,JC - KS
fold,3S - 2D
raise,JS - AD
fold,QD - 9C
call,9H - 8H
fold,AC - 3D
fold,7S - 5D
fold,4D - 5C
call,5C - QC
raise,10C - JS
fold,2D - 10S
call,QD - QC
fold,AH - 8S
fold,3S - AS
fold,10D - 8C
fold,2C - JC
fold,7S - KC
fold,9C - 2S
fold,3C - 9S
fold,2S - KC
fold,10H - QS
raise,JC - 10H
fold,6S - 3H
call,8C - 10H
fold,7S - 8H
fold,5H - 9H
fold,AD - 10H
fold,AD - 2S
fold,5C - 5H
fold,5S - JD
fold,AS - 5S
fold,9D - 8C
fold,3S - 8C
fold,AH - 5S
raise,JC - KC
raise,JC - KC
fold,10C - AH
call,3C - QD
fold,5D - 8C
fold,8S - JH
fold,7H - JH
fold,4S - 3D
fold,4H - KD
fold,8C - 2S
fold,10D - KH
fold,JD - 3C
fold,7C - 3S
fold,10D - AC
fold,6D - AS
fold,5S - KC
fold,AS - 9H
fold,3S - 5D
fold,2D - 7S
fold,2D - AS
call,QC - 2S
raise,7D - AD
fold,7D - AD
fold,8H - 2S
fold,5C - 3H
fold,3H - 5S
fold,9C - AS
fold,2H - 10D
fold,JS - AS
fold,9H - AC
fold,2H - KS
fold,5H - 6D
call,6D - 2D
raise,10D - KH
call,10D - KH
call,AH - JH
fold,JH - 6C
fold,10S - 4S
call,6S - 2D
fold,6S - 2D
fold,4H - 8H
raise,KS - AC
raise,KS - AC
fold,5S - KD
fold,3D - 8H
fold,8S - AC
fold,JC - 4C
fold,JD - 2S
fold,2S - 9C
fold,JH - QD
fold,JS - 7H
fold,10S - KH
fold,8S - AD
fold,9C - 6H
raise,AS - 3S
